,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Lowest_Taxnomic_Rank,Label
FOTU_1340,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriella,unidentified,FOTU_1340,Nectriella,FOTU_1340_Nectriella
FOTU_1341,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,caraganae,FOTU_1341,Keissleriella_caraganae,FOTU_1341_Keissleriella_caraganae
FOTU_1342,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1342,Ascomycota,FOTU_1342_Ascomycota
FOTU_1343,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1343,unidentified,FOTU_1343_unidentified
FOTU_1344,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Monographella,nivalis,FOTU_1344,Monographella_nivalis,FOTU_1344_Monographella_nivalis
FOTU_1345,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,unidentified,unidentified,FOTU_1345,Malasseziaceae,FOTU_1345_Malasseziaceae
FOTU_1346,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1346,unidentified,FOTU_1346_unidentified
FOTU_1347,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,unidentified,FOTU_1347,Geminibasidium,FOTU_1347_Geminibasidium
FOTU_1348,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Xylobolus,subpileatus,FOTU_1348,Xylobolus_subpileatus,FOTU_1348_Xylobolus_subpileatus
FOTU_1349,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,bicornis,FOTU_1349,Rhizoctonia_bicornis,FOTU_1349_Rhizoctonia_bicornis
FOTU_1350,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,unidentified,FOTU_1350,Peniophora,FOTU_1350_Peniophora
FOTU_1351,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,unidentified,FOTU_1351,Scopuloides,FOTU_1351_Scopuloides
FOTU_1352,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,unidentified,FOTU_1352,Parastagonospora,FOTU_1352_Parastagonospora
FOTU_1353,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,ferruginosa,FOTU_1353,Fuscoporia_ferruginosa,FOTU_1353_Fuscoporia_ferruginosa
FOTU_1354,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,unidentified,FOTU_1354,Phaeosphaeriaceae,FOTU_1354_Phaeosphaeriaceae
FOTU_1355,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,unidentified,FOTU_1355,Erysiphe,FOTU_1355_Erysiphe
FOTU_1356,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,glomerata,FOTU_1356,Didymella_glomerata,FOTU_1356_Didymella_glomerata
FOTU_1357,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1357,unidentified,FOTU_1357_unidentified
FOTU_1358,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1358,unidentified,FOTU_1358_unidentified
FOTU_1359,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Magnohelicospora,iberica,FOTU_1359,Magnohelicospora_iberica,FOTU_1359_Magnohelicospora_iberica
FOTU_1360,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Pleonectria,strobi,FOTU_1360,Pleonectria_strobi,FOTU_1360_Pleonectria_strobi
FOTU_1361,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,acetilerea,FOTU_1361,Fusicolla_acetilerea,FOTU_1361_Fusicolla_acetilerea
FOTU_1362,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1362,unidentified,FOTU_1362_unidentified
FOTU_1363,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1363,unidentified,FOTU_1363_unidentified
FOTU_1364,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1364,unidentified,FOTU_1364_unidentified
FOTU_1365,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,mosaddeghii,FOTU_1365,Curvularia_mosaddeghii,FOTU_1365_Curvularia_mosaddeghii
FOTU_1366,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Amesia,nigricolor,FOTU_1366,Amesia_nigricolor,FOTU_1366_Amesia_nigricolor
FOTU_1367,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,unidentified,FOTU_1367,Trichomerium,FOTU_1367_Trichomerium
FOTU_1368,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1368,unidentified,FOTU_1368_unidentified
FOTU_1369,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,unidentified,unidentified,FOTU_1369,Steccherinaceae,FOTU_1369_Steccherinaceae
FOTU_1370,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unidentified,FOTU_1370,Penicillium,FOTU_1370_Penicillium
FOTU_1371,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,paraparilis,FOTU_1371,Ijuhya_paraparilis,FOTU_1371_Ijuhya_paraparilis
FOTU_1372,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Minimedusa,polyspora,FOTU_1372,Minimedusa_polyspora,FOTU_1372_Minimedusa_polyspora
FOTU_1373,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,corticium,FOTU_1373,Rosellinia_corticium,FOTU_1373_Rosellinia_corticium
FOTU_1374,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1374,Fungi,FOTU_1374_Fungi
FOTU_1375,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,variegata,FOTU_1375,Coprinopsis_variegata,FOTU_1375_Coprinopsis_variegata
FOTU_1376,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_1376,Dothideomycetes,FOTU_1376_Dothideomycetes
FOTU_1377,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1377,unidentified,FOTU_1377_unidentified
FOTU_1378,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,unidentified,FOTU_1378,Limonomyces,FOTU_1378_Limonomyces
FOTU_1379,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1379,unidentified,FOTU_1379_unidentified
FOTU_1380,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1380,Fungi,FOTU_1380_Fungi
FOTU_1381,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1381,Fungi,FOTU_1381_Fungi
FOTU_1382,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,dimennae,FOTU_1382,Vishniacozyma_dimennae,FOTU_1382_Vishniacozyma_dimennae
FOTU_1383,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1383,Ascomycota,FOTU_1383_Ascomycota
FOTU_1384,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,unidentified,FOTU_1384,Chaetothyriales,FOTU_1384_Chaetothyriales
FOTU_1385,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Cerinomycetaceae,Cerinomyces,hesperidis,FOTU_1385,Cerinomyces_hesperidis,FOTU_1385_Cerinomyces_hesperidis
FOTU_1386,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,cotoneastri,FOTU_1386,Diaporthe_cotoneastri,FOTU_1386_Diaporthe_cotoneastri
FOTU_1387,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_1387,Dothideomycetes,FOTU_1387_Dothideomycetes
FOTU_1388,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,unidentified,FOTU_1388,Teloschistes,FOTU_1388_Teloschistes
FOTU_1389,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,unidentified,unidentified,FOTU_1389,Cucurbitariaceae,FOTU_1389_Cucurbitariaceae
FOTU_1390,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,FOTU_1390,Herpotrichiellaceae,FOTU_1390_Herpotrichiellaceae
FOTU_1391,Fungi,Basidiomycota,Agaricomycetes,Corticiales,unidentified,unidentified,unidentified,FOTU_1391,Corticiales,FOTU_1391_Corticiales
FOTU_1392,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1392,unidentified,FOTU_1392_unidentified
FOTU_1393,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,unidentified,FOTU_1393,Alternaria,FOTU_1393_Alternaria
FOTU_1394,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1394,unidentified,FOTU_1394_unidentified
FOTU_1395,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,lachnagrostidis,FOTU_1395,Tilletia_lachnagrostidis,FOTU_1395_Tilletia_lachnagrostidis
FOTU_1396,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,alphitoides,FOTU_1396,Erysiphe_alphitoides,FOTU_1396_Erysiphe_alphitoides
FOTU_1397,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,zhixiangii,FOTU_1397,Hyphodontia_zhixiangii,FOTU_1397_Hyphodontia_zhixiangii
FOTU_1398,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,unidentified,FOTU_1398,Hyphoderma,FOTU_1398_Hyphoderma
FOTU_1399,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1399,Ascomycota,FOTU_1399_Ascomycota
FOTU_1400,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Retiarius,superficiaris,FOTU_1400,Retiarius_superficiaris,FOTU_1400_Retiarius_superficiaris
FOTU_1401,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,caricicola,FOTU_1401,Arthrinium_caricicola,FOTU_1401_Arthrinium_caricicola
FOTU_1402,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,unidentified,FOTU_1402,Exobasidium,FOTU_1402_Exobasidium
FOTU_1403,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,vermiculifer,FOTU_1403,Coprinopsis_vermiculifer,FOTU_1403_Coprinopsis_vermiculifer
FOTU_1404,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,unidentified,unidentified,FOTU_1404,Botryosphaeriaceae,FOTU_1404_Botryosphaeriaceae
FOTU_1405,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1405,Fungi,FOTU_1405_Fungi
FOTU_1406,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,limonisporus,FOTU_1406,Stachybotrys_limonisporus,FOTU_1406_Stachybotrys_limonisporus
FOTU_1407,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,abramsii,FOTU_1407,Mycena_abramsii,FOTU_1407_Mycena_abramsii
FOTU_1408,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Acrophialophora,unidentified,FOTU_1408,Acrophialophora,FOTU_1408_Acrophialophora
FOTU_1409,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Tyromyces,galactinus,FOTU_1409,Tyromyces_galactinus,FOTU_1409_Tyromyces_galactinus
FOTU_1410,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,circinata,FOTU_1410,Periconia_circinata,FOTU_1410_Periconia_circinata
FOTU_1411,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Punctulariaceae,Punctularia,unidentified,FOTU_1411,Punctularia,FOTU_1411_Punctularia
FOTU_1412,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1412,unidentified,FOTU_1412_unidentified
FOTU_1413,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,confinationis,FOTU_1413,Mycena_confinationis,FOTU_1413_Mycena_confinationis
FOTU_1414,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Alatosessilispora,unidentified,FOTU_1414,Alatosessilispora,FOTU_1414_Alatosessilispora
FOTU_1415,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,unidentified,unidentified,FOTU_1415,Teratosphaeriaceae,FOTU_1415_Teratosphaeriaceae
FOTU_1416,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Cystobasidiomycetes_fam_Incertae_sedis,Queiroziella,brasiliensis,FOTU_1416,Queiroziella_brasiliensis,FOTU_1416_Queiroziella_brasiliensis
FOTU_1417,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Trichaptum,byssogenum,FOTU_1417,Trichaptum_byssogenum,FOTU_1417_Trichaptum_byssogenum
FOTU_1418,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,unidentified,unidentified,FOTU_1418,Exidiaceae,FOTU_1418_Exidiaceae
FOTU_1419,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,unidentified,FOTU_1419,Vishniacozyma,FOTU_1419_Vishniacozyma
FOTU_1420,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1420,unidentified,FOTU_1420_unidentified
FOTU_1421,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,unidentified,FOTU_1421,Colletotrichum,FOTU_1421_Colletotrichum
FOTU_1422,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1422,unidentified,FOTU_1422_unidentified
FOTU_1423,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified,FOTU_1423,Xylariales,FOTU_1423_Xylariales
FOTU_1424,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,FOTU_1424,Serendipita,FOTU_1424_Serendipita
FOTU_1425,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1425,unidentified,FOTU_1425_unidentified
FOTU_1426,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,phialophoroides,FOTU_1426,Humicola_phialophoroides,FOTU_1426_Humicola_phialophoroides
FOTU_1427,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1427,unidentified,FOTU_1427_unidentified
FOTU_1428,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unidentified,FOTU_1428,Cladosporium,FOTU_1428_Cladosporium
FOTU_1429,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Punctulariaceae,Punctulariopsis,unidentified,FOTU_1429,Punctulariopsis,FOTU_1429_Punctulariopsis
FOTU_1430,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1430,unidentified,FOTU_1430_unidentified
FOTU_1431,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,unidentified,FOTU_1431,Curvularia,FOTU_1431_Curvularia
FOTU_1432,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,luxurians,FOTU_1432,Collybiopsis_luxurians,FOTU_1432_Collybiopsis_luxurians
FOTU_1433,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1433,unidentified,FOTU_1433_unidentified
FOTU_1434,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,portegna,FOTU_1434,Hohenbuehelia_portegna,FOTU_1434_Hohenbuehelia_portegna
FOTU_1435,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Kiflimonium,curvulum,FOTU_1435,Kiflimonium_curvulum,FOTU_1435_Kiflimonium_curvulum
FOTU_1436,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Acrophialophora,hechuanensis,FOTU_1436,Acrophialophora_hechuanensis,FOTU_1436_Acrophialophora_hechuanensis
FOTU_1437,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,viticola,FOTU_1437,Phellinus_viticola,FOTU_1437_Phellinus_viticola
FOTU_1438,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1438,unidentified,FOTU_1438_unidentified
FOTU_1439,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1439,unidentified,FOTU_1439_unidentified
FOTU_1440,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1440,unidentified,FOTU_1440_unidentified
FOTU_1441,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1441,unidentified,FOTU_1441_unidentified
FOTU_1442,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,suhii,FOTU_1442,Symmetrospora_suhii,FOTU_1442_Symmetrospora_suhii
FOTU_1443,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,gramineum,FOTU_1443,Myrothecium_gramineum,FOTU_1443_Myrothecium_gramineum
FOTU_1444,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,unidentified,unidentified,FOTU_1444,Magnaporthaceae,FOTU_1444_Magnaporthaceae
FOTU_1445,Viridiplantae,Anthophyta,Eudicotyledonae,Ranunculales,Ranunculaceae,Ranunculus,ollissiponensis,FOTU_1445,Ranunculus_ollissiponensis,FOTU_1445_Ranunculus_ollissiponensis
FOTU_1446,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1446,unidentified,FOTU_1446_unidentified
FOTU_1447,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,FOTU_1447,Auriculariales,FOTU_1447_Auriculariales
FOTU_1448,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1448,Basidiomycota,FOTU_1448_Basidiomycota
FOTU_1449,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,complicatum,FOTU_1449,Stereum_complicatum,FOTU_1449_Stereum_complicatum
FOTU_1450,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucocalocybe,unidentified,FOTU_1450,Leucocalocybe,FOTU_1450_Leucocalocybe
FOTU_1451,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Postia,tephroleuca,FOTU_1451,Postia_tephroleuca,FOTU_1451_Postia_tephroleuca
FOTU_1452,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Tricladium,alaskense,FOTU_1452,Tricladium_alaskense,FOTU_1452_Tricladium_alaskense
FOTU_1453,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1453,Fungi,FOTU_1453_Fungi
FOTU_1454,Fungi,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,unidentified,FOTU_1454,Sakaguchia,FOTU_1454_Sakaguchia
FOTU_1455,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,FOTU_1455,Auriculariales,FOTU_1455_Auriculariales
FOTU_1456,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1456,Fungi,FOTU_1456_Fungi
FOTU_1457,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,unidentified,FOTU_1457,Lasiosphaeris,FOTU_1457_Lasiosphaeris
FOTU_1458,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Mycoarthris,unidentified,FOTU_1458,Mycoarthris,FOTU_1458_Mycoarthris
FOTU_1459,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma,unidentified,FOTU_1459,Poaceascoma,FOTU_1459_Poaceascoma
FOTU_1460,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1460,Fungi,FOTU_1460_Fungi
FOTU_1461,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lopharia,unidentified,FOTU_1461,Lopharia,FOTU_1461_Lopharia
FOTU_1462,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,unidentified,FOTU_1462,Fuscoporia,FOTU_1462_Fuscoporia
FOTU_1463,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1463,Fungi,FOTU_1463_Fungi
FOTU_1464,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1464,unidentified,FOTU_1464_unidentified
FOTU_1465,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,sordida,FOTU_1465,Phanerochaete_sordida,FOTU_1465_Phanerochaete_sordida
FOTU_1466,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1466,unidentified,FOTU_1466_unidentified
FOTU_1467,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,quadriseptata,FOTU_1467,Keissleriella_quadriseptata,FOTU_1467_Keissleriella_quadriseptata
FOTU_1468,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1468,unidentified,FOTU_1468_unidentified
FOTU_1469,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1469,Fungi,FOTU_1469_Fungi
FOTU_1470,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,FOTU_1470,Vishniacozyma_victoriae,FOTU_1470_Vishniacozyma_victoriae
FOTU_1471,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,abortiva,FOTU_1471,Nemania_abortiva,FOTU_1471_Nemania_abortiva
FOTU_1472,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_1472,Pleosporales,FOTU_1472_Pleosporales
FOTU_1473,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1473,unidentified,FOTU_1473_unidentified
FOTU_1474,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Derxomyces,mrakii,FOTU_1474,Derxomyces_mrakii,FOTU_1474_Derxomyces_mrakii
FOTU_1475,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,penicillioides,FOTU_1475,Aspergillus_penicillioides,FOTU_1475_Aspergillus_penicillioides
FOTU_1476,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1476,Fungi,FOTU_1476_Fungi
FOTU_1477,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1477,unidentified,FOTU_1477_unidentified
FOTU_1478,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,michotii,FOTU_1478,Paraphaeosphaeria_michotii,FOTU_1478_Paraphaeosphaeria_michotii
FOTU_1479,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Peniophorella,crystallifera,FOTU_1479,Peniophorella_crystallifera,FOTU_1479_Peniophorella_crystallifera
FOTU_1480,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,brachypodii,FOTU_1480,Setophoma_brachypodii,FOTU_1480_Setophoma_brachypodii
FOTU_1481,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,subfeei,FOTU_1481,Fomitopsis_subfeei,FOTU_1481_Fomitopsis_subfeei
FOTU_1482,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,unidentified,FOTU_1482,Pectenia,FOTU_1482_Pectenia
FOTU_1483,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,lloydiae-candidae,FOTU_1483,Tremella_lloydiae-candidae,FOTU_1483_Tremella_lloydiae-candidae
